,pitches,player_id,player_name,total_pitches,spin_rate,velocity,effective_speed,release_extension,k_percent,bb,bb_percent,release_pos_z,release_pos_x,arm_angle,injuries
568,1180,664350,Sixto Sánchez,1180,2091.0,90.1,89.68,6.07,15.7,24,7.5,5.71,-2.63,32.1,0
569,720,690953,Mick Abel,720,2481.0,91.3,92.05,6.77,22.4,16,9.2,5.64,-1.69,28.5,0
570,2869,657248,Glenn Otto,2869,2335.0,87.1,87.81,6.83,19.5,76,10.1,5.98,-1.79,42.3,0
571,426,691172,Yosver Zulueta,426,2333.0,93.0,92.69,6.14,24.8,11,10.9,5.73,-1.69,28.0,0
572,1742,622092,Kyle Zimmer,1742,2147.0,89.0,88.99,6.16,21.7,58,14.0,5.89,-0.57,56.2,0
573,924,592547,Deck McGuire,925,2405.0,88.7,87.52,5.65,18.9,28,12.0,5.98,-2.12,,0
574,3556,664747,Alexis Díaz,3577,2632.0,91.5,93.97,7.61,27.7,108,12.6,4.71,-2.16,13.3,0
575,642,572044,Brooks Pounders,642,2259.0,89.0,89.47,6.33,21.4,8,5.0,6.1,-1.69,,0
576,3553,623211,Huascar Brazobán,3553,2173.0,92.3,91.4,5.85,24.4,100,11.5,5.82,-1.7,36.7,0
577,1877,517593,Danny Salazar,1880,2246.0,90.9,89.78,5.73,32.3,47,10.3,5.71,-2.68,,0
578,44,500871,Eduardo Escobar,44,1558.0,57.1,54.94,4.58,0.0,1,6.3,6.19,-1.71,42.0,0
579,941,621057,Justin Garza,941,2217.0,91.0,90.53,5.95,19.9,30,12.2,5.49,-1.85,43.6,0
580,920,687396,Brent Headrick,920,2131.0,87.9,88.46,6.74,29.4,18,8.1,6.26,1.66,37.8,0
581,532,668873,Caleb Kilian,532,2136.0,89.9,90.94,6.87,15.4,19,14.0,5.93,-1.1,48.4,0
582,3247,670102,Bowden Francis,3248,2141.0,86.6,87.28,6.81,21.8,57,6.8,5.93,-2.13,39.8,1
583,106,514981,Diego Moreno,106,2281.0,90.9,90.03,5.92,23.1,2,7.7,6.29,-1.52,,0
584,9446,641793,Zack Littell,9450,1910.0,88.7,88.71,6.28,19.7,131,5.2,6.14,-1.15,42.8,0
585,2061,502032,Bud Norris,2077,2499.0,91.3,90.97,5.97,27.7,42,8.4,6.0,-1.38,,0
586,11576,623167,Chris Flexen,11576,2149.0,87.1,86.94,6.14,16.2,251,8.3,6.8,-0.65,68.0,0
587,1922,689017,Landon Knack,1922,2393.0,88.1,87.44,5.88,23.6,37,7.9,5.79,-0.92,53.5,0
588,2529,456713,Matt Bush,2530,2525.0,91.8,91.42,6.12,25.3,56,8.5,5.47,-1.09,48.3,0
589,2090,660623,Huascar Ynoa,2090,2235.0,90.5,90.15,6.03,24.5,43,8.2,6.38,-1.26,48.5,0
590,750,676831,Kodi Whitley,750,2086.0,89.2,88.99,6.23,24.9,22,12.4,6.4,-0.31,59.7,0
591,3344,622098,Drew Smith,3345,2529.0,90.6,89.96,5.99,24.7,72,8.8,5.65,-2.17,41.6,1
592,158,690382,Michael Darrell-Hicks,158,2467.0,89.9,89.99,6.55,18.6,4,9.3,5.84,-1.84,32.1,0
593,2445,675627,Michael Grove,2445,2338.0,88.5,89.31,6.72,23.2,44,6.8,6.01,-1.12,53.2,1
594,2233,605309,Keone Kela,2235,2302.0,90.7,91.07,6.46,30.9,48,8.9,6.55,-1.31,67.1,0
595,2446,680767,Victor Vodnik,2446,2194.0,94.4,95.61,6.77,21.9,63,10.9,5.28,-2.14,41.4,0
596,415,642840,Joe Harvey,415,2527.0,93.1,92.37,5.82,19.4,13,13.3,5.73,-2.03,32.3,0
597,1471,502028,Blake Wood,1476,2250.0,92.6,92.27,6.02,25.1,36,9.6,6.49,-1.85,,0
598,2988,676534,Calvin Faucher,2988,2694.0,91.2,90.27,5.77,23.8,68,9.6,5.96,-1.36,48.4,0
599,914,681810,Austin Warren,914,2422.0,90.1,90.02,6.37,20.1,17,7.3,5.26,-2.13,36.5,0
600,6651,518617,Jake Diekman,6651,2383.0,90.9,90.64,6.27,29.4,220,14.1,5.51,3.76,22.2,0
601,7485,665795,Edward Cabrera,7485,2191.0,91.7,92.06,6.56,25.9,215,11.7,6.14,-1.49,41.0,0
602,5422,542882,Matt Andriese,5433,2325.0,88.2,87.22,5.65,23.3,94,6.8,5.72,-2.32,43.9,0
603,145,448167,Brandon Mann,145,2315.0,87.6,86.86,5.85,8.3,4,11.1,5.91,1.64,,0
604,2354,675540,Xzavion Curry,2355,2238.0,87.4,87.22,6.15,15.4,44,6.9,6.04,-1.5,61.2,0
605,1539,655889,Manuel Rodríguez,1539,2251.0,93.4,93.81,6.46,19.9,36,8.6,5.63,-1.01,48.2,0
606,568,640463,Braden Shipley,569,2058.0,88.3,87.32,5.75,15.0,16,11.4,6.02,-2.02,,0
607,129,519267,Evan Scribner,131,2314.0,83.6,83.15,6.22,17.6,0,0.0,5.88,-1.86,,0
608,787,681035,Christian Scott,787,2223.0,89.9,90.84,6.95,19.8,12,6.1,5.22,-2.88,31.9,1
609,1130,678226,Daysbel Hernández,1130,2539.0,92.5,92.39,6.12,25.5,40,15.7,5.89,-1.34,40.8,1
610,5122,694973,Paul Skenes,5122,2148.0,92.9,93.27,6.55,31.0,74,5.9,5.61,-2.4,23.3,0
611,4093,642528,Jonathan Loáisiga,4095,2335.0,93.5,93.66,6.4,22.0,76,7.2,5.64,-2.27,48.7,0
612,2903,446321,Ross Detwiler,2903,2094.0,88.0,86.61,5.4,20.1,57,7.5,6.44,1.84,42.6,0
613,3111,671345,Jason Foley,3111,2054.0,94.1,94.7,6.64,18.2,47,5.7,5.68,-1.88,30.3,1
614,177,687145,Evan Justice,177,2299.0,91.2,91.65,6.28,18.2,9,20.5,5.26,1.37,31.1,0
615,20073,453286,Max Scherzer,20099,2299.0,88.9,88.53,6.12,31.9,288,5.7,5.38,-3.33,29.0,0
616,89,622569,Pablo Reyes,89,1640.0,58.0,56.11,4.56,0.0,5,17.2,5.83,-1.15,30.5,0
617,5190,592454,Tommy Kahnle,5192,1712.0,91.0,91.67,6.64,29.4,122,9.6,5.73,-1.93,34.6,0
618,71,681871,Eli Villalobos,71,2068.0,89.1,89.63,6.61,16.7,2,11.1,6.11,-2.25,46.9,0
619,3468,689225,Beau Brieske,3481,2341.0,91.4,90.88,5.96,19.5,76,8.8,6.0,-1.3,48.7,1
620,995,693855,Ian Seymour,995,2023.0,87.2,87.19,6.22,26.6,18,7.5,5.88,1.53,46.6,0
621,1450,657265,Peter Strzelecki,1450,2448.0,88.0,88.36,6.59,24.2,27,7.6,4.99,-2.54,20.7,0
622,464,664701,Ben Taylor,465,2026.0,89.6,90.57,6.8,25.0,10,9.6,5.23,-1.36,,0
623,683,657228,Jake Jewell,683,2099.0,91.0,91.17,6.34,19.3,14,8.0,5.76,-1.8,41.1,0
624,1688,661255,Yoan López,1690,2257.0,91.3,91.95,6.58,19.5,30,6.4,6.1,-1.53,51.4,0
625,2107,543518,Scott McGough,2107,1963.0,89.6,88.8,5.82,24.2,56,10.7,6.0,-1.66,46.4,0
626,262,643329,Brad Goldberg,262,2164.0,93.4,93.45,6.24,4.8,14,22.6,6.03,-2.16,,0
627,3882,451584,Wade Davis,3897,2502.0,90.0,89.81,5.98,26.1,103,11.2,6.34,-1.94,47.8,0
628,636,658792,Aaron Wilkerson,637,2211.0,85.0,85.56,6.58,17.6,12,7.5,5.82,-2.45,,0
629,2936,613534,Austin Adams,2947,2808.0,89.2,88.46,5.73,31.9,94,13.4,5.31,-3.46,12.3,0
630,1465,571521,Rex Brothers,1465,2136.0,92.0,91.34,5.92,32.9,47,13.3,6.01,2.07,47.2,0
631,4,595284,Andrew Knapp,4,1486.0,65.9,64.03,4.55,0.0,0,0.0,6.52,-1.26,39.2,0
632,11887,548389,Ross Stripling,11968,2199.0,87.0,86.39,5.88,21.3,157,5.1,6.87,-1.26,63.7,0
633,16,663534,Nash Walters,16,2491.0,90.5,91.56,6.8,0.0,1,33.3,6.15,-1.29,52.2,0
634,426,691172,Yosver Zulueta,426,2333.0,93.0,92.69,6.14,24.8,11,10.9,5.73,-1.69,28.0,0
635,11,446481,Sean Rodríguez,11,2114.0,84.8,84.22,5.6,25.0,0,0.0,6.0,-1.24,,0
636,1379,472551,Fernando Abad,1380,2155.0,85.4,84.32,5.62,17.0,25,7.3,6.19,0.42,42.9,0
637,939,687064,Brandon Young,940,2125.0,87.9,88.33,6.57,18.4,22,8.6,6.02,-0.75,48.9,1
638,8454,593576,Héctor Neris,8456,1904.0,89.8,89.22,6.04,29.8,189,8.9,5.89,-1.76,36.4,0
639,330,502051,Josh Ravin,331,2467.0,92.0,90.6,5.55,24.1,10,12.0,6.01,-2.25,,0
640,426,687424,Anthony Maldonado,426,2534.0,88.1,87.14,5.79,16.2,8,7.2,6.23,-1.76,36.1,0
641,6150,502239,Trevor Cahill,6223,2191.0,86.2,85.81,6.02,21.4,149,9.7,6.32,-1.82,41.0,0
642,1239,607216,Joey Krehbiel,1239,2079.0,88.6,88.4,6.17,18.5,26,8.4,5.69,-1.53,28.9,0
643,1598,694037,Daniel Palencia,1598,2235.0,95.8,96.67,6.77,27.4,41,10.2,5.5,-1.68,35.7,0
644,249,674384,Eduarniel Núñez,249,2732.0,94.3,93.31,5.73,18.6,10,16.9,5.51,-1.56,32.3,0
645,878,656713,Brendan McKay,878,2148.0,89.7,89.5,6.23,25.9,16,7.4,6.02,1.03,,0
646,60,660636,Diego Castillo,60,1572.0,65.0,63.97,5.45,6.7,3,20.0,5.92,-1.34,41.6,0
647,1080,491646,Jeanmar Gómez,1082,1963.0,87.3,87.75,6.51,20.4,20,7.0,5.71,-2.15,,0
648,11,666197,Grae Kessinger,11,1916.0,74.4,74.83,6.05,0.0,0,0.0,6.04,-1.71,41.3,0
649,779,685107,Anthony Veneziano,780,2275.0,89.0,88.63,6.13,21.4,16,8.6,6.14,2.0,35.4,0
650,3851,663947,Tyler Holton,3852,2214.0,87.1,87.65,6.55,21.5,51,5.0,5.88,1.44,43.9,0
651,9408,592789,Noah Syndergaard,9426,2058.0,91.8,92.19,6.46,21.3,136,5.3,6.36,-0.9,39.6,0
652,378,643400,Dusten Knight,378,1903.0,83.2,83.1,6.32,21.7,8,8.7,6.19,-0.06,62.6,0
653,3663,605276,David Hess,3666,2148.0,87.9,86.72,5.57,17.0,77,8.1,5.82,-2.07,45.4,0
654,2980,683769,Hunter Gaddis,2981,2265.0,89.1,90.0,6.86,21.8,48,6.2,6.17,-2.44,34.9,0
655,1844,656322,Sam Coonrod,1846,2203.0,94.5,94.46,6.22,22.0,50,10.9,5.91,-1.89,34.7,0
656,6455,621237,José Alvarado,6458,2146.0,96.2,96.79,6.69,29.9,176,11.2,6.57,0.96,59.8,0
657,43,656008,Aneurys Zabala,43,1967.0,94.1,93.68,6.21,18.2,1,9.1,5.51,-2.36,28.0,0
658,1776,592865,Taylor Williams,1776,2407.0,91.5,91.03,5.96,23.6,42,9.5,4.91,-2.4,19.4,0
659,1310,686580,Justin Slaten,1310,2517.0,91.0,91.65,6.74,23.1,17,4.7,6.02,-0.86,51.4,0
660,6254,669211,Keegan Akin,6254,2290.0,89.1,88.22,5.84,24.2,123,7.9,5.88,2.27,41.9,0
661,2930,598271,Brian Johnson,2930,2345.0,82.0,81.72,6.19,18.7,65,8.7,6.3,1.7,,0
662,7957,592761,Caleb Smith,7963,2321.0,87.7,86.07,5.38,25.0,208,10.9,6.19,1.76,48.6,0
663,302,573244,Adam Wilk,302,2056.0,85.3,84.61,5.98,11.0,8,11.0,6.03,2.31,,0
664,2672,681867,Cooper Criswell,2672,2079.0,84.0,84.67,6.78,16.7,47,6.9,5.0,-1.72,12.8,0
665,527,690544,Bailey Horn,527,2634.0,87.8,87.55,6.12,17.0,14,10.4,5.83,1.38,43.1,0
666,2631,516969,Kelvin Herrera,2635,2198.0,93.1,92.89,6.04,22.1,45,6.6,5.94,-1.78,57.3,0
667,611,543193,Drew Gagnon,624,2030.0,87.3,87.25,6.34,14.4,12,7.2,5.73,-2.45,,0
668,2039,580792,Nick Goody,2054,2279.0,87.4,87.16,6.09,29.2,50,10.1,5.74,-1.55,36.9,0
669,18483,542881,Tyler Anderson,18501,2170.0,85.8,85.51,6.04,19.5,375,7.7,6.17,1.8,50.1,0
670,155,592872,Alex Wimmers,156,2049.0,87.4,87.38,6.34,18.4,8,21.1,5.72,-0.62,,0
671,52,621259,Brody Koerner,52,1937.0,86.9,87.97,6.94,7.7,2,15.4,5.54,-2.31,34.7,0
672,194,656620,Gabe Klobosits,194,1987.0,92.2,92.63,6.45,9.8,4,7.8,6.76,-2.43,51.5,0
673,248,592831,Konner Wade,248,2071.0,86.4,84.96,5.33,17.5,4,6.3,5.98,-1.56,30.1,0
674,798,276351,Jason Grilli,800,2455.0,88.6,88.09,6.08,26.1,18,9.8,6.22,-2.86,,0
675,2565,608372,Tomoyuki Sugano,2565,2264.0,87.7,87.55,6.23,15.8,34,5.1,5.99,-2.39,40.9,0
676,11957,669373,Tarik Skubal,11985,2074.0,91.1,91.09,6.31,29.1,172,5.6,6.21,2.15,49.1,0
677,207,678215,Luarbert Arias,207,2118.0,86.8,86.47,6.11,18.2,5,9.1,6.08,-0.93,36.6,0
678,4643,592716,Adrian Sampson,4643,2131.0,89.1,88.86,6.17,17.6,74,6.0,5.83,-2.64,36.6,0
679,91,489294,Tanner Scheppers,92,2458.0,88.2,87.55,5.87,23.8,3,14.3,5.63,-1.62,,0
680,4750,518489,Ryan Brasier,4750,2325.0,91.5,92.4,6.74,23.8,81,6.5,5.72,-1.41,40.7,0
681,97,689167,Jeff Lindgren,97,2247.0,86.3,86.29,6.46,3.6,4,14.3,5.59,-2.37,38.7,0
682,414,571473,Buddy Baumann,414,2354.0,88.2,88.55,6.41,26.3,10,10.5,4.81,2.92,,0
683,7812,430935,Cole Hamels,7819,1979.0,87.5,87.42,6.21,21.4,173,8.5,6.16,2.53,37.8,0
684,18,642180,Tyler Wade,18,1379.0,52.6,50.59,4.36,0.0,1,16.7,6.77,-0.97,51.4,0
685,54,664744,Jose Espada,54,2027.0,89.8,89.36,6.2,42.9,2,14.3,6.38,-1.55,52.3,0
686,208,664944,Cam Vieaux,208,2273.0,86.5,86.04,5.96,31.3,5,10.4,5.46,1.85,27.4,0
687,365,571676,Seth Frankoff,365,2354.0,87.6,87.37,6.15,13.1,11,11.1,6.28,-2.84,42.2,0
688,13941,656756,Jordan Montgomery,13943,2143.0,87.0,87.24,6.43,21.5,248,6.8,6.73,1.52,46.7,0
689,211,571912,Luke Maile,211,1718.0,66.4,65.33,5.51,5.0,1,1.7,6.28,-1.91,41.3,0
690,8454,593576,Héctor Neris,8456,1904.0,89.8,89.22,6.04,29.8,189,8.9,5.89,-1.76,36.4,0
691,205,606995,Justin Hancock,206,2458.0,94.0,93.92,6.29,22.4,9,18.4,5.6,-2.72,,0
692,21,594809,Adam Eaton,21,2091.0,84.6,83.55,5.66,0.0,0,0.0,6.26,1.21,61.2,0
693,5155,433587,Félix Hernández,5163,2092.0,85.4,85.18,6.12,18.9,109,7.9,5.95,-2.29,,0
694,17984,592791,Jameson Taillon,18009,2404.0,89.3,89.64,6.49,21.0,268,5.7,6.1,-1.6,44.5,0
695,95,685068,Carson Ragsdale,95,2236.0,88.7,89.39,6.69,16.0,1,4.0,6.24,-1.97,44.5,0
696,119,681751,Lazaro Estrada,119,2254.0,88.3,88.24,6.2,28.6,1,2.9,5.58,-0.95,48.6,0
697,702,534812,Kevin Quackenbush,702,2022.0,86.2,85.21,5.66,17.9,21,12.1,6.2,-1.48,50.3,0
698,266,702795,Ryan Loutos,266,1955.0,91.4,91.32,6.22,10.3,9,11.5,5.99,-1.37,33.4,0
699,7746,596057,Daniel Norris,7753,2241.0,87.9,86.79,5.55,21.9,174,9.0,6.0,1.78,38.7,0
700,18,657745,Bubby Rossman,18,2089.0,94.7,94.68,6.46,20.0,1,20.0,6.18,-1.09,43.2,0
701,147,676742,Cam Sanders,147,2493.0,91.6,91.46,6.28,11.8,5,14.7,6.01,-3.16,35.3,0
702,104,456387,Ryan Feierabend,104,1999.0,77.3,76.88,6.16,13.8,1,3.4,5.84,2.26,,0
703,224,686651,Levi Stoudt,224,2128.0,88.3,88.79,6.62,16.4,8,14.5,5.9,-1.64,48.5,0
704,1594,518858,Nate Jones,1594,2376.0,92.9,91.99,5.73,23.6,39,9.8,6.06,-1.84,40.5,0
705,15,680572,Adam Kloffenstein,15,2251.0,89.6,89.49,6.35,0.0,0,0.0,5.88,-1.04,,0
706,12746,641816,Tyler Mahle,12831,2244.0,89.6,89.92,6.5,24.3,253,8.2,5.59,-2.34,40.6,0
707,2675,598286,Nick Ramirez,2675,1935.0,84.3,83.23,5.56,18.5,55,7.7,6.05,2.28,34.5,0
708,69,502304,David Carpenter,69,2138.0,89.7,89.71,6.18,10.5,4,21.1,5.56,-2.03,,0
709,3539,502026,Jeremy Jeffress,3572,2088.0,90.2,90.32,6.27,22.8,80,9.0,5.8,-0.97,38.0,0
710,2631,516969,Kelvin Herrera,2635,2198.0,93.1,92.89,6.04,22.1,45,6.6,5.94,-1.78,57.3,0
711,2304,663773,Bryan Hoeing,2305,1946.0,90.0,90.51,6.69,17.6,43,7.1,6.04,-2.57,34.0,0
712,452,452666,Tom Wilhelmsen,453,2244.0,89.9,88.99,5.7,15.2,11,9.8,6.36,-1.84,,0
713,2525,453329,Clay Buchholz,2526,2165.0,83.9,83.71,6.15,18.2,39,5.7,5.91,-1.36,,0
714,297,680702,Joey Gerber,297,2229.0,90.3,90.47,6.43,13.0,5,6.5,5.08,-2.79,30.0,0
715,165,665019,Kody Clemens,165,1270.0,54.6,52.48,4.16,3.3,5,8.3,7.1,-1.38,51.3,0
716,371,804636,Jonah Tong,371,2135.0,90.2,90.74,6.82,25.3,9,10.3,5.85,-2.41,64.3,0
717,2760,473879,Sam Dyson,2765,2340.0,91.9,90.42,5.36,18.7,55,7.1,5.48,-1.83,,0
718,951,606996,Kyle Hart,951,2214.0,85.7,85.66,6.35,20.3,23,9.3,5.72,2.29,38.3,0
719,7361,502188,Jeff Samardzija,7382,2422.0,89.3,88.87,6.01,20.4,103,5.5,5.97,-2.68,29.8,0
720,5443,630023,Yonny Chirinos,5447,2043.0,90.3,90.13,6.19,19.0,94,6.3,6.65,-0.49,45.7,0
721,2243,678606,Jose A. Ferrer,2243,2133.0,94.5,93.86,6.02,20.4,32,5.4,5.86,2.98,33.3,0
722,649,435400,Jason Motte,652,2186.0,90.1,89.44,5.89,16.4,19,11.5,5.38,-2.63,,0
723,904,643466,Harrison Musgrave,904,2338.0,87.2,86.91,5.86,19.2,26,11.4,5.98,1.95,,0
724,417,622797,Pedro Payano,417,2373.0,87.8,87.32,5.9,16.5,15,14.6,6.07,-1.36,,0
725,5741,543339,Daniel Hudson,5769,2453.0,92.7,92.58,6.22,26.8,125,8.8,5.46,-2.66,32.0,0
726,1940,682842,Abner Uribe,1940,2386.0,94.4,94.58,6.47,29.4,55,11.3,5.91,-1.06,39.6,0
727,1606,676775,Keaton Winn,1636,1945.0,91.7,91.56,6.2,20.5,29,6.5,6.21,-1.53,39.7,0
728,8,571875,Jake Lamb,8,1580.0,56.6,54.98,4.86,0.0,0,0.0,6.25,-1.46,30.4,0
729,1578,435043,Zach Duke,1613,2044.0,83.2,82.32,5.75,19.8,37,9.2,5.59,3.06,,0
730,1791,663804,Jackson Kowar,1791,2269.0,90.9,90.7,6.15,20.3,58,13.1,5.92,-1.24,42.6,0
731,7713,547973,Aroldis Chapman,7718,2317.0,95.1,96.32,7.02,37.7,227,12.4,6.14,0.56,50.2,0
732,3460,680885,Spencer Schwellenbach,3460,2192.0,90.6,91.7,6.88,25.2,39,4.2,5.42,-2.36,34.4,1
733,977,664074,Cody Ponce,977,2284.0,88.2,89.5,6.95,19.7,16,6.6,6.11,-1.51,43.5,0
734,7957,592761,Caleb Smith,7963,2321.0,87.7,86.07,5.38,25.0,208,10.9,6.19,1.76,48.6,0
735,3469,686973,Louis Varland,3469,2220.0,91.8,92.84,6.92,23.5,58,6.3,5.47,-2.19,38.2,0
736,10387,657746,Joe Ryan,10387,2206.0,89.0,89.33,6.56,27.6,148,5.7,4.91,-2.51,26.2,0
737,1019,503569,Rafael Dolis,1019,2167.0,91.5,91.06,6.01,27.6,39,15.4,6.72,-0.78,56.2,0
738,3133,488984,Tommy Hunter,3137,2498.0,91.8,91.81,6.27,22.8,48,5.7,6.2,-1.74,41.7,0
739,176,681151,Jayden Murray,176,2413.0,92.6,92.21,6.21,17.0,3,6.4,5.69,-2.04,27.8,0
740,1085,453344,Brandon Morrow,1100,2382.0,95.2,95.15,6.18,27.1,17,5.9,6.23,-1.87,,0
741,1601,669947,Jesse Scholtens,1601,2167.0,86.9,88.11,6.9,16.9,32,7.7,6.05,-0.97,49.9,0
742,167,672730,Juan Then,167,2186.0,91.4,91.56,6.4,10.4,2,4.2,5.26,-2.82,27.7,0
743,9022,678394,Brayan Bello,9022,2105.0,91.3,91.32,6.35,19.9,194,8.3,5.26,-1.82,30.5,0
744,527,685801,Hunter Bigge,527,2336.0,93.2,94.05,6.78,27.1,10,7.5,5.7,-0.42,52.3,0
745,2567,554431,Tyler Matzek,2567,2549.0,91.6,91.69,6.33,26.8,77,11.9,6.23,1.86,50.9,0
746,1652,448609,Tony Sipp,1654,1958.0,86.3,85.47,5.9,24.5,36,8.9,5.95,2.3,,0
747,4136,501625,Jose Alvarez,4137,2170.0,87.3,87.53,6.43,20.3,70,6.5,5.64,2.32,39.9,0
748,2047,669438,Mason Englert,2047,2186.0,87.4,87.24,6.23,18.9,32,6.0,5.72,-1.86,35.0,0
749,16558,657277,Logan Webb,16559,1988.0,88.4,89.38,6.82,22.9,246,5.7,5.03,-1.65,20.6,0
750,184,674681,Michael Plassmeyer,184,2184.0,85.4,85.06,6.29,21.2,1,1.9,5.33,2.53,22.1,0
751,623,605232,Brandon Finnegan,637,2140.0,88.8,87.95,5.74,18.2,23,14.9,5.82,0.7,,0
752,7231,663559,Bailey Falter,7232,1952.0,87.8,89.57,7.32,17.8,134,6.9,5.76,1.16,56.4,0
753,319,688497,Taylor Rashi,319,1950.0,86.6,87.41,6.75,30.6,8,11.1,6.38,-0.16,71.4,0
754,86,670768,Luis González,86,1358.0,53.4,51.96,5.09,0.0,1,3.3,6.39,0.99,56.5,0
755,145,627500,Jen-Ho Tseng,145,1996.0,87.2,86.69,6.02,30.6,2,5.6,5.62,-2.7,,0
756,1518,621056,Hunter Wood,1519,2401.0,89.2,88.42,5.83,21.9,30,7.7,6.37,0.34,61.0,0
757,3316,676254,Ryan Walker,3318,2436.0,90.2,89.92,6.19,28.4,57,6.8,5.17,-3.42,18.0,0
758,16661,579328,Yusei Kikuchi,16756,2232.0,89.7,90.47,6.74,23.9,350,8.3,5.55,2.29,42.6,0
759,298,657697,Vinny Nittoli,298,2594.0,87.2,88.34,6.97,17.3,5,6.7,4.93,-2.93,20.1,0
760,1127,642770,Javy Guerra,1127,2259.0,94.8,94.26,5.99,15.3,38,12.9,5.46,-1.74,28.6,0
761,1038,623364,Brad Wieck,1039,2240.0,90.0,91.17,6.92,35.9,24,9.7,6.22,1.47,54.6,0
762,27,675919,Nick Raquet,27,2224.0,86.4,86.8,6.53,14.3,1,14.3,5.7,1.47,43.5,0
763,3023,543883,Nick Vincent,3030,2365.0,88.1,87.55,5.86,21.7,38,4.6,5.59,-2.78,40.6,0
764,1104,676702,Hunter Stratton,1104,2629.0,91.7,92.05,6.43,20.1,17,5.8,5.98,-1.36,37.7,0
765,538,471822,Jumbo Díaz,541,2298.0,91.7,91.83,6.37,21.2,13,9.8,6.09,-1.32,,0
766,640,572998,Josh Lucas,640,2359.0,87.1,85.77,5.41,22.2,20,12.0,5.92,-2.61,,0
767,1687,678495,Randy Rodríguez,1687,2649.0,92.2,92.74,6.61,28.6,29,6.9,5.47,-2.17,38.1,1
768,301,670550,Nivaldo Rodriguez,301,2102.0,89.0,88.45,5.87,14.5,9,11.8,6.07,-1.61,44.1,0
769,44,669193,Jack Little,44,2108.0,90.9,90.83,6.3,14.3,1,7.1,4.99,-2.85,24.9,0
770,1597,641743,Anthony Kay,1597,2344.0,89.6,88.79,5.86,22.4,46,11.7,5.81,2.59,39.2,0
771,2378,683155,Joey Estes,2378,2340.0,87.2,86.62,5.97,16.3,33,5.1,5.87,-2.06,37.5,0
772,16624,607074,Carlos Rodón,16627,2308.0,90.4,89.87,6.01,27.2,350,8.6,6.48,2.11,46.6,0
773,556,669620,Brady Basso,556,2253.0,87.9,88.05,6.41,18.2,13,8.8,6.6,2.17,54.8,0
774,7599,456034,David Price,7605,2047.0,89.7,89.04,5.9,24.0,137,6.9,5.86,2.82,34.9,0
775,1711,594987,Casey Sadler,1711,2550.0,87.9,87.44,5.92,20.5,36,8.0,5.75,-1.51,33.8,0
776,2039,580792,Nick Goody,2054,2279.0,87.4,87.16,6.09,29.2,50,10.1,5.74,-1.55,36.9,0
777,28,642708,Amed Rosario,28,1233.0,49.9,48.08,4.26,0.0,2,20.0,6.82,-1.89,38.0,0
778,100,670097,Zack Short,100,1482.0,62.5,60.36,4.28,3.1,1,3.1,6.62,-1.21,50.9,0
779,5415,621076,James Kaprielian,5416,2037.0,88.7,88.23,6.03,20.5,132,9.6,6.0,-2.67,35.9,0
780,20,493114,Norichika Aoki,20,1948.0,75.4,74.21,5.44,0.0,2,33.3,5.36,-1.98,,0
781,813,678020,Seth Halvorsen,814,2148.0,95.5,96.84,6.93,22.6,21,9.7,5.76,-2.4,43.6,0
782,7320,694297,Brandon Pfaadt,7325,2524.0,89.6,90.22,6.67,21.9,102,5.2,5.51,-2.11,27.7,0
783,83,456124,Erik Kratz,83,2141.0,73.1,71.84,5.41,9.5,1,4.8,6.35,-2.91,32.2,0
784,609,685314,Andrew Saalfrank,609,2219.0,86.2,85.91,6.08,15.7,15,9.4,6.25,1.04,48.0,0
785,5171,661403,Emmanuel Clase,5172,2598.0,97.0,97.68,6.52,24.8,60,4.3,6.07,-0.72,53.3,0
786,1508,608335,Kyle Funkhouser,1508,2168.0,92.3,92.98,6.58,19.8,49,12.9,5.66,-1.55,34.6,0
787,1543,446399,Brett Cecil,1559,2054.0,86.8,85.27,5.3,19.7,33,7.8,6.49,0.68,,0
788,5199,642207,Devin Williams,5216,2561.0,88.5,89.83,7.25,38.4,133,11.1,5.36,-2.15,24.8,0
789,1020,592254,José De León,1021,2092.0,88.8,89.42,6.66,30.0,33,12.8,4.89,-2.12,30.9,0
790,17,502210,Josh Reddick,17,1259.0,64.1,62.88,5.06,0.0,1,20.0,7.1,-1.1,64.5,0
791,452,571616,Matt Dermody,452,2235.0,88.8,88.42,6.12,15.0,6,5.0,6.29,2.03,39.6,0
792,1116,664849,Danny Young,1116,2561.0,85.5,84.65,5.97,29.1,24,9.0,5.17,3.57,14.9,1
793,55,543063,Brandon Crawford,55,1973.0,84.4,83.94,6.03,0.0,3,20.0,5.86,-2.53,39.7,0
794,6,607680,Kevin Pillar,6,1857.0,77.1,75.95,5.43,0.0,0,0.0,6.25,-2.41,51.2,0
795,5178,592229,Dylan Covey,5181,2026.0,90.4,89.81,5.81,15.6,123,9.0,6.31,-1.69,51.8,0
796,193,642759,Julian Fernández,193,2251.0,96.1,96.76,6.55,17.0,6,11.3,6.17,-2.13,43.2,0
797,3817,518813,Greg Holland,3824,2205.0,87.9,87.45,5.88,25.5,108,11.2,6.01,-0.35,67.9,0
798,89,622569,Pablo Reyes,89,1640.0,58.0,56.11,4.56,0.0,5,17.2,5.83,-1.15,30.5,0
799,16840,571760,Andrew Heaney,16920,2393.0,87.4,86.9,6.11,24.6,298,7.0,5.18,3.09,29.0,0
