,pitches,player_id,player_name,total_pitches,spin_rate,velocity,effective_speed,release_extension,k_percent,bb,bb_percent,release_pos_z,release_pos_x,arm_angle,injuries
0,480,605301,Williams Jerez,480,1979.0,91.7,90.92,5.81,20.2,17,14.3,5.66,2.66,,0
1,90,543357,Jordan Jankowski,90,2256.0,87.4,86.75,5.84,22.7,2,9.1,5.95,-1.76,,0
2,7921,664208,Phil Maton,7955,2702.0,84.7,85.76,6.99,26.8,177,8.8,5.3,-1.41,29.6,0
3,380,592570,Akeel Morris,381,1908.0,86.3,86.17,6.17,16.7,12,12.5,5.97,-1.29,,0
4,12012,650644,Aaron Civale,12016,2557.0,86.3,85.51,5.7,21.7,201,6.5,6.25,-0.78,46.1,0
5,163,543726,Robbie Ross Jr.,163,2229.0,86.8,85.85,5.78,20.5,4,9.1,5.26,2.58,,0
6,26,640461,Chad Pinder,26,1660.0,65.8,64.54,5.49,0.0,2,28.6,5.46,-2.56,21.5,0
7,378,643400,Dusten Knight,378,1903.0,83.2,83.1,6.32,21.7,8,8.7,6.19,-0.06,62.6,0
8,1156,669618,Joe Barlow,1156,2285.0,89.0,88.68,6.04,20.3,27,9.0,5.83,-0.3,54.4,0
9,1166,519301,Sammy Solís,1166,2223.0,88.9,89.32,6.58,25.0,30,10.4,6.09,1.87,,0
10,99,645801,Mike Ford,99,1429.0,70.7,68.91,4.88,3.4,2,6.9,6.58,-1.3,51.8,0
11,1605,681347,Mike Burrows,1605,2217.0,89.9,90.14,6.43,23.9,33,8.0,6.14,-1.36,47.8,0
12,21448,502043,Kyle Gibson,21458,2183.0,88.0,88.82,6.74,20.3,461,8.2,6.34,-2.07,43.9,0
13,81,691094,Randy Wynne,81,2151.0,85.0,84.82,6.16,12.5,2,8.3,5.41,-2.13,30.8,0
14,1073,571787,David Holmberg,1075,1980.0,83.1,83.73,6.66,12.3,31,11.5,6.16,1.47,,0
15,2582,806185,Hayden Birdsong,2582,2257.0,90.2,90.56,6.51,25.4,80,13.1,6.4,-1.54,44.6,0
16,7361,502188,Jeff Samardzija,7382,2422.0,89.3,88.87,6.01,20.4,103,5.5,5.97,-2.68,29.8,0
17,2854,664076,Garrett Cleavinger,2854,2518.0,90.2,89.91,6.06,30.0,73,9.9,5.24,1.22,33.2,0
18,546,623402,Tim Peterson,547,1996.0,86.8,86.6,6.06,18.7,9,6.0,6.14,0.28,,0
19,914,491703,Neftalí Feliz,914,2333.0,92.5,92.03,6.0,18.8,22,10.3,5.89,-1.94,36.3,0
20,114,687847,Marc Church,114,2092.0,91.3,92.01,6.79,22.2,6,22.2,6.51,-0.81,60.9,0
21,755,502211,Mike Bolsinger,756,2252.0,84.6,84.44,6.25,19.9,27,13.8,6.03,-0.98,,0
22,148,592120,Barrett Astin,148,2032.0,90.0,89.02,5.87,4.9,7,17.1,5.68,-1.66,,0
23,734,680897,Nick Nastrini,734,2273.0,88.3,88.69,6.53,14.9,36,20.7,5.9,-2.07,44.9,0
24,1606,676775,Keaton Winn,1636,1945.0,91.7,91.56,6.2,20.5,29,6.5,6.21,-1.53,39.7,0
25,16,596103,Austin Slater,16,1205.0,51.0,48.79,3.91,0.0,1,20.0,6.53,-2.59,35.3,0
26,1734,641672,Thomas Hatch,1736,2393.0,90.1,90.36,6.34,17.9,47,10.3,5.79,-1.4,42.3,0
27,3924,640444,Wil Crowe,3924,2332.0,88.9,89.27,6.45,20.7,110,11.6,5.98,-1.92,47.6,0
28,18313,608379,Michael Wacha,18329,1956.0,88.2,88.81,6.68,20.8,338,7.1,6.54,-1.29,51.9,0
29,455,543391,Casey Kelly,456,2116.0,87.7,86.35,5.49,15.4,6,4.6,6.29,-2.13,52.1,0
30,1809,621053,Tyler Ferguson,1809,2334.0,91.1,90.61,6.11,25.8,54,12.0,5.89,-3.32,27.3,0
31,745,573127,Zac Rosscup,775,2261.0,88.8,89.17,6.54,32.6,20,11.4,6.19,2.44,50.0,0
32,6855,656222,Jalen Beeks,6856,2093.0,89.7,89.77,6.36,21.5,153,8.8,6.05,0.98,48.9,0
33,681,663658,Thaddeus Ward,681,2297.0,87.6,88.23,6.63,18.9,27,17.0,5.7,-1.35,34.0,0
34,1259,667427,Zach Jackson,1259,2259.0,90.0,88.24,5.19,32.3,40,14.3,6.92,-0.7,58.9,0
35,665,545332,Jake Barrett,665,2160.0,92.1,91.11,5.74,21.4,17,10.1,6.16,-2.04,,0
36,6964,450306,Jason Vargas,6983,2274.0,81.0,80.46,5.94,19.0,146,8.1,5.61,2.79,,0
37,579,621129,Kyle Cody,579,2238.0,89.3,89.23,6.29,21.8,15,10.2,6.46,-1.09,44.6,0
38,42,643524,Frank Schwindel,42,1290.0,51.7,49.72,4.43,0.0,1,5.6,6.88,-1.33,48.8,0
39,51,571439,R.J. Alvarez,51,2263.0,88.4,88.12,6.01,15.4,3,23.1,5.56,-2.08,22.5,0
40,1053,623485,Ashton Goudeau,1054,2027.0,86.3,86.44,6.35,14.8,26,9.6,6.46,-2.23,48.6,0
41,3817,596043,Daniel Mengden,3823,2155.0,86.7,86.74,6.31,16.2,70,7.0,5.93,-0.93,51.4,0
42,593,444520,Craig Breslow,593,1976.0,85.3,83.54,5.33,14.6,12,7.6,5.08,1.92,,0
43,1654,500610,Deolis Guerra,1657,2035.0,85.8,86.92,7.04,22.2,34,8.2,6.45,-1.26,43.7,0
44,374,676614,Bryan Sammons,374,2113.0,86.0,86.18,6.32,17.3,9,8.7,5.53,2.16,33.9,0
45,50,573262,Mike Yastrzemski,50,1076.0,55.9,54.4,4.94,0.0,4,26.7,6.7,2.37,55.0,0
46,542,592288,Kent Emanuel,542,2084.0,85.3,84.53,5.85,16.7,11,7.3,5.95,2.28,25.6,0
47,533,605255,Brett Graves,533,2218.0,89.2,88.73,6.05,14.4,10,6.8,5.46,-2.93,,0
48,1757,606273,Roenis Elías,1801,2366.0,88.9,87.11,5.3,19.2,34,7.6,5.96,1.25,37.1,0
49,7485,665795,Edward Cabrera,7485,2191.0,91.7,92.06,6.56,25.9,215,11.7,6.14,-1.49,41.0,0
50,4,595284,Andrew Knapp,4,1486.0,65.9,64.03,4.55,0.0,0,0.0,6.52,-1.26,39.2,0
51,3803,608349,Corey Knebel,3805,2505.0,91.5,91.33,6.32,34.2,97,11.1,6.01,-2.07,46.4,0
52,26,682073,David Hensley,26,1785.0,75.3,74.76,6.12,0.0,1,10.0,6.14,-1.43,44.7,0
53,2982,606625,Reyes Moronta,2985,2439.0,90.4,90.27,6.09,28.3,86,12.0,5.36,-1.32,35.1,0
54,2076,592665,Addison Reed,2093,2144.0,89.4,89.94,6.58,22.1,24,4.5,5.83,-2.56,,0
55,31,591741,José Osuna,31,1927.0,87.7,87.31,5.91,0.0,0,0.0,5.76,-1.51,,0
56,3694,623474,Jimmy Herget,3720,2529.0,84.9,83.02,5.03,23.0,63,6.5,5.05,-2.37,3.3,0
57,2598,657514,Brennan Bernardino,2599,2328.0,85.6,84.51,5.73,23.5,56,8.4,5.01,3.06,18.5,0
58,302,573244,Adam Wilk,302,2056.0,85.3,84.61,5.98,11.0,8,11.0,6.03,2.31,,0
59,2440,676395,Robert Garcia,2440,2103.0,90.7,91.1,6.6,27.4,45,7.0,5.62,3.69,25.9,0
60,846,595032,Chase Whitley,849,2030.0,85.6,85.04,6.05,18.2,15,6.2,6.43,-0.72,,0
61,5422,542882,Matt Andriese,5433,2325.0,88.2,87.22,5.65,23.3,94,6.8,5.72,-2.32,43.9,0
62,2528,500724,JC Ramírez,2538,2165.0,90.0,90.07,6.23,16.5,56,8.2,5.98,-1.66,,0
63,4898,608648,Tyler Duffey,4907,2364.0,87.7,87.61,6.28,25.3,85,6.9,5.99,-2.65,31.1,0
64,1244,663704,James McArthur,1245,2466.0,89.1,89.81,6.77,21.6,13,3.9,5.76,-2.44,31.2,1
65,573,668948,Kirk McCarty,574,2345.0,88.4,88.16,6.06,16.5,12,7.6,5.9,1.4,44.1,0
66,116,668684,Tanner Tully,116,2021.0,87.2,86.83,6.0,6.9,5,17.2,5.92,2.49,42.6,0
67,75,620445,José Mujica,75,1882.0,89.6,90.36,6.78,4.3,2,8.7,6.12,-1.35,42.4,0
68,31,519048,Mitch Moreland,31,2155.0,84.8,84.12,5.97,22.2,0,0.0,6.01,3.13,40.1,0
69,1510,676051,Codi Heuer,1510,2283.0,92.5,94.0,7.18,22.0,31,7.9,5.66,-1.81,30.5,0
70,20120,543294,Kyle Hendricks,20159,2095.0,83.2,82.43,5.73,18.3,292,5.4,6.1,-2.35,45.3,0
71,3526,448281,Sean Doolittle,3529,2215.0,92.0,91.84,6.16,28.6,49,5.5,5.97,2.1,55.2,0
72,3405,622251,Josh Staumont,3405,2430.0,91.4,91.9,6.6,25.2,107,12.9,6.29,-0.99,57.8,0
73,8154,605488,Jeffrey Springs,8155,1980.0,86.1,86.17,6.39,24.5,155,7.6,6.03,2.33,43.9,0
74,743,670456,JD Hammer,743,2371.0,89.8,89.06,5.87,20.0,23,13.1,6.02,-2.24,39.8,0
75,1492,642003,Cody Reed,1522,2169.0,90.2,89.92,6.13,22.5,45,11.9,5.58,2.59,27.3,0
76,1321,458676,Josh Lindblom,1321,2338.0,84.5,84.33,6.17,24.2,29,8.9,6.03,-2.36,37.6,0
77,59,594694,Wilmer Difo,59,1992.0,80.4,78.79,5.12,5.6,3,16.7,5.59,-1.91,27.0,0
78,125,523989,Rubby De La Rosa,125,2320.0,91.1,90.66,5.94,36.4,3,9.1,5.9,-1.48,,0
79,2090,686730,Carson Spiers,2090,2315.0,88.3,88.88,6.62,19.3,41,7.7,5.31,-1.76,29.5,1
80,2486,663568,Stephen Kolek,2486,2220.0,91.0,91.05,6.33,17.3,42,6.3,5.3,-2.37,33.7,0
81,271,665734,Angel Felipe,271,2147.0,90.2,91.2,6.78,29.7,13,20.3,6.03,-1.19,43.3,0
82,6663,647336,Michael Soroka,6668,2465.0,88.4,87.35,5.61,21.8,138,7.9,6.2,-2.3,36.0,0
83,413,542924,Jeff Beliveau,414,2385.0,85.8,85.54,6.15,20.2,10,10.6,4.82,2.76,,0
84,664,450308,Jered Weaver,671,2184.0,79.7,78.87,5.82,11.7,12,6.4,6.16,-3.27,,0
85,11777,607192,Tyler Glasnow,11780,2535.0,91.9,93.84,7.41,31.2,272,9.1,6.01,-1.72,55.9,0
86,4145,682990,Quinn Priester,4145,2260.0,89.8,90.13,6.4,18.1,91,8.2,6.04,-1.45,46.3,0
87,296,447714,Eric O'Flaherty,301,2216.0,88.3,86.65,5.33,18.8,9,11.3,6.08,2.51,,0
88,5155,433587,Félix Hernández,5163,2092.0,85.4,85.18,6.12,18.9,109,7.9,5.95,-2.29,,0
89,6622,501381,Michael Pineda,6724,1971.0,88.4,88.29,6.26,20.8,83,4.7,6.48,-2.33,38.5,0
90,758,683175,Connor Phillips,758,2445.0,91.9,91.67,6.15,29.9,25,12.9,5.78,-1.3,44.1,0
91,207,678215,Luarbert Arias,207,2118.0,86.8,86.47,6.11,18.2,5,9.1,6.08,-0.93,36.6,0
92,1940,682842,Abner Uribe,1940,2386.0,94.4,94.58,6.47,29.4,55,11.3,5.91,-1.06,39.6,0
93,2038,628708,Yunior Marte,2038,2465.0,92.6,92.5,6.24,20.1,53,10.2,5.52,-1.61,32.5,0
94,922,582494,Robby Scott,923,2171.0,83.5,82.99,6.18,22.3,23,10.7,4.7,3.57,,0
95,1464,547184,Michael Kelly,1464,2611.0,87.9,87.09,5.84,18.8,35,9.3,6.09,-1.38,36.0,0
96,2932,501925,Joe Smith,2932,2092.0,84.3,84.46,6.53,24.3,40,5.1,3.32,-2.81,-14.9,0
97,1902,450172,Edinson Volquez,1921,2080.0,88.5,89.02,6.64,18.9,63,12.9,5.32,-1.53,37.6,0
98,6797,680686,Josiah Gray,6798,2174.0,88.7,87.72,5.61,22.6,179,10.6,5.29,-1.77,36.2,1
99,19,571437,Aaron Altherr,19,2256.0,86.9,86.57,6.26,40.0,0,0.0,6.03,-2.48,,0
100,84,692024,Alex Carrillo,84,2299.0,92.3,91.55,5.74,18.2,2,9.1,5.21,-1.64,18.3,0
101,380,592570,Akeel Morris,381,1908.0,86.3,86.17,6.17,16.7,12,12.5,5.97,-1.29,,0
102,1843,592130,Danny Barnes,1854,2048.0,88.0,86.78,5.64,22.0,44,9.8,5.45,-1.51,,0
103,1642,678692,Ronny Henriquez,1642,2326.0,90.5,90.65,6.51,28.2,32,7.4,5.26,-2.34,41.3,0
104,1102,677952,Braxton Ashcraft,1102,2543.0,92.5,92.6,6.28,24.1,23,7.9,6.25,-1.02,41.1,0
105,931,690928,Hunter Dobbins,931,2374.0,89.5,89.76,6.45,17.6,16,6.3,6.06,-1.88,49.1,1
106,825,646242,Jhonathan Díaz,825,2273.0,84.5,84.52,6.45,15.1,27,12.3,5.52,3.26,32.4,0
107,4643,592716,Adrian Sampson,4643,2131.0,89.1,88.86,6.17,17.6,74,6.0,5.83,-2.64,36.6,0
108,15,680572,Adam Kloffenstein,15,2251.0,89.6,89.49,6.35,0.0,0,0.0,5.88,-1.04,,0
109,573,502046,Jeff Locke,574,1802.0,86.1,85.28,5.73,17.4,12,8.1,5.84,1.72,,0
110,533,605255,Brett Graves,533,2218.0,89.2,88.73,6.05,14.4,10,6.8,5.46,-2.93,,0
111,5304,605151,Archie Bradley,5321,2144.0,91.8,91.9,6.38,24.3,105,8.0,6.05,-1.92,44.0,0
112,8758,547888,Masahiro Tanaka,8764,2061.0,86.9,85.95,5.65,23.3,123,5.3,5.31,-1.82,40.7,0
113,1265,670329,Rico Garcia,1265,2357.0,90.1,89.52,5.96,19.0,27,8.7,5.93,-1.28,51.4,0
114,1981,701581,David Festa,1981,2267.0,90.4,91.38,6.9,25.7,42,8.3,6.09,-2.18,53.4,0
115,25,467827,Gerardo Parra,25,2263.0,89.0,86.86,4.99,0.0,4,80.0,6.14,1.31,,0
116,45,622703,Ronald Herrera,45,2027.0,87.0,87.93,6.77,21.4,1,7.1,5.05,-2.03,,0
117,3139,686610,Ken Waldichuk,3139,2139.0,88.1,89.12,6.96,20.9,80,10.2,5.47,2.56,34.6,0
118,125,596117,Garrett Stubbs,125,1643.0,66.3,65.42,5.56,2.7,3,8.1,5.7,-1.65,38.3,0
119,1922,689017,Landon Knack,1922,2393.0,88.1,87.44,5.88,23.6,37,7.9,5.79,-0.92,53.5,0
120,104,621094,Jamie Callahan,104,2229.0,93.4,93.37,6.34,16.7,1,3.3,6.25,-0.93,,0
121,155,592872,Alex Wimmers,156,2049.0,87.4,87.38,6.34,18.4,8,21.1,5.72,-0.62,,0
122,3694,623474,Jimmy Herget,3720,2529.0,84.9,83.02,5.03,23.0,63,6.5,5.05,-2.37,3.3,0
123,139,656820,Nicholas Padilla,139,2362.0,88.1,87.85,6.03,21.9,3,9.4,5.74,-1.06,43.2,0
124,757,669214,Conner Menez,759,2202.0,87.0,87.63,6.58,24.5,20,10.9,5.93,3.23,46.7,0
125,62,460086,Alex Gordon,62,1943.0,77.5,76.23,5.33,0.0,2,11.8,4.76,-2.42,,0
126,1104,600968,Randy Rosario,1104,2042.0,90.6,89.08,5.32,16.5,28,9.4,6.18,2.26,30.9,0
127,1646,664776,Jake Cousins,1646,2478.0,87.4,88.17,6.91,32.8,54,14.2,5.54,-3.5,23.4,1
128,2932,501925,Joe Smith,2932,2092.0,84.3,84.46,6.53,24.3,40,5.1,3.32,-2.81,-14.9,0
129,1518,621056,Hunter Wood,1519,2401.0,89.2,88.42,5.83,21.9,30,7.7,6.37,0.34,61.0,0
130,5689,643230,Steven Brault,5691,2037.0,88.9,89.85,6.79,19.1,155,11.0,5.47,2.79,30.8,0
131,538,471822,Jumbo Díaz,541,2298.0,91.7,91.83,6.37,21.2,13,9.8,6.09,-1.32,,0
132,1578,435043,Zach Duke,1613,2044.0,83.2,82.32,5.75,19.8,37,9.2,5.59,3.06,,0
133,1169,542432,José Ramirez,1186,2336.0,93.6,93.14,6.08,21.4,33,11.4,5.37,-2.63,,0
134,4771,643256,Adam Cimber,4819,2231.0,83.2,82.99,6.38,18.2,69,5.2,2.08,-3.73,-26.7,0
135,706,663462,Isaiah Campbell,706,2618.0,89.3,89.49,6.36,21.6,15,7.9,6.45,-1.92,48.1,0
136,1320,456167,A.J. Griffin,1322,2300.0,79.8,79.89,6.57,18.0,28,8.3,5.91,-3.09,,0
137,260,502009,Mat Latos,262,1944.0,88.5,88.16,6.03,13.2,7,10.3,7.09,-0.38,,0
138,911,686747,Joe La Sorsa,911,2033.0,83.2,83.67,6.63,17.5,15,6.0,5.33,2.37,18.2,0
139,954,668970,Gavin Hollowell,954,2503.0,89.8,90.88,6.84,21.8,28,12.0,5.18,-2.8,14.2,0
140,3817,518813,Greg Holland,3824,2205.0,87.9,87.45,5.88,25.5,108,11.2,6.01,-0.35,67.9,0
141,2389,596271,Casey Lawrence,2391,2142.0,86.0,85.64,6.07,16.2,43,6.7,5.13,-2.53,20.5,0
142,716,670810,Logan Gillaspie,716,2112.0,89.6,89.57,6.29,14.5,12,6.0,5.82,-0.69,45.9,0
143,1104,600968,Randy Rosario,1104,2042.0,90.6,89.08,5.32,16.5,28,9.4,6.18,2.26,30.9,0
144,922,582494,Robby Scott,923,2171.0,83.5,82.99,6.18,22.3,23,10.7,4.7,3.57,,0
145,392,666364,Jordan Balazovic,392,2020.0,89.6,89.87,6.37,15.7,12,11.1,6.0,-2.29,52.4,0
146,15,682515,Logan Porter,15,1055.0,36.5,34.37,4.17,0.0,0,0.0,6.97,-1.02,57.8,0
147,11956,596133,Luke Weaver,11964,2199.0,90.3,89.69,5.91,23.7,213,7.2,5.61,-1.32,47.9,0
148,6328,605452,Joe Ross,6351,2019.0,90.5,90.97,6.55,20.5,128,7.6,5.77,-2.69,35.4,0
149,1278,674285,Eduardo Salazar,1278,2040.0,91.7,92.43,6.66,15.9,36,10.4,5.51,-2.06,33.9,0
150,46,670057,Ryan Hartman,46,1852.0,86.6,86.98,6.7,20.0,0,0.0,6.25,1.86,45.8,0
151,2377,661527,Seth Martinez,2377,2157.0,86.5,87.49,6.99,20.5,53,8.7,4.57,-2.39,15.2,0
152,4720,681911,Alex Vesia,4720,2361.0,90.6,90.81,6.4,33.0,112,10.0,5.84,0.77,58.0,0
153,5690,543557,Mike Montgomery,5698,1971.0,86.7,86.54,6.21,17.4,120,8.1,6.42,2.84,35.5,0
154,5439,606930,Jacob Barnes,5441,2362.0,92.4,93.14,6.68,21.9,119,8.8,5.72,-1.94,45.0,0
155,1791,543169,Brian Flynn,1792,2302.0,89.0,89.28,6.35,14.5,46,9.6,6.44,2.44,,0
156,2038,628708,Yunior Marte,2038,2465.0,92.6,92.5,6.24,20.1,53,10.2,5.52,-1.61,32.5,0
157,6461,668933,Graham Ashcraft,6461,2555.0,93.4,92.45,5.59,17.6,132,7.7,6.28,-0.97,49.6,0
158,149,489295,Brian Schlitter,150,2080.0,92.1,90.19,5.14,14.6,4,9.8,6.86,-1.43,,0
159,6592,607481,Aaron Bummer,6601,2184.0,89.8,89.69,6.2,26.4,150,9.2,5.45,2.39,10.8,1
160,392,666364,Jordan Balazovic,392,2020.0,89.6,89.87,6.37,15.7,12,11.1,6.0,-2.29,52.4,0
161,8563,623352,Josh Hader,8610,2193.0,92.4,92.95,6.69,41.3,190,9.5,5.35,3.17,31.1,0
162,90,629498,Johan Quezada,90,2278.0,93.5,93.9,6.66,10.0,6,30.0,6.34,-2.26,42.8,0
163,4769,489265,Sergio Romo,4779,2556.0,80.1,79.68,6.17,24.9,82,7.0,4.9,-2.93,16.0,0
164,104,650813,Luis Escobar,104,2134.0,90.9,91.23,6.38,6.9,4,13.8,6.03,-1.06,,0
165,2804,502154,Zack Britton,2841,2085.0,93.2,92.23,5.61,20.4,93,12.8,6.42,0.79,43.6,0
166,103,474029,Zach Putnam,103,1881.0,87.5,86.2,5.6,32.1,1,3.6,5.9,-1.58,,0
167,3412,605195,Kyle Crick,3416,2616.0,89.7,89.23,6.0,24.8,104,12.8,5.48,-1.54,21.6,0
168,5047,669330,Tyler Wells,5047,2420.0,88.7,88.76,6.31,22.8,79,6.2,6.9,-1.18,50.9,0
169,520,664991,Grant Wolfram,520,2344.0,91.4,91.3,6.25,23.5,14,10.6,6.22,2.14,42.0,0
170,21,571697,Scooter Gennett,21,1670.0,65.9,63.01,4.06,0.0,1,14.3,3.83,-4.09,,0
171,2984,672582,Angel Zerpa,2984,2142.0,92.2,90.95,5.52,19.8,51,6.7,5.41,2.57,31.5,0
172,2300,595928,John Curtiss,2300,2405.0,91.1,91.23,6.39,21.4,36,6.0,6.3,-2.62,42.2,0
173,7984,519141,Drew Pomeranz,8036,2341.0,87.6,85.54,5.1,25.6,188,9.9,6.41,2.17,41.3,0
174,123,450282,Glen Perkins,123,2205.0,87.2,87.26,6.32,5.9,5,14.7,5.6,2.54,,0
175,306,518567,Josh Collmenter,327,1889.0,80.2,78.93,5.46,21.3,4,5.0,7.02,-0.04,,0
176,2903,446321,Ross Detwiler,2903,2094.0,88.0,86.61,5.4,20.1,57,7.5,6.44,1.84,42.6,0
177,652,686839,Brendan White,667,2601.0,88.6,89.24,6.46,25.4,13,7.7,4.82,-2.2,32.1,0
178,3460,680885,Spencer Schwellenbach,3460,2192.0,90.6,91.7,6.88,25.2,39,4.2,5.42,-2.36,34.4,1
179,1320,642092,Riley Smith,1321,2195.0,89.0,89.0,6.36,14.6,18,4.9,5.72,-1.61,40.5,0
180,55,460077,Drew Butera,55,2078.0,81.5,80.37,5.36,7.1,3,21.4,5.99,-1.85,,0
181,529,700270,Yilber Díaz,529,2389.0,89.9,89.44,5.92,14.9,15,11.2,5.7,-0.9,43.2,0
182,1027,642564,Francis Martes,1027,2423.0,91.2,91.01,6.05,28.0,28,11.4,5.71,-0.79,,0
183,2182,656353,Tucker Davidson,2182,2114.0,87.8,87.95,6.33,16.9,66,11.1,6.19,1.61,58.7,0
184,1814,680739,Josh Winder,1814,1981.0,88.6,87.99,5.86,18.0,33,7.0,6.13,-0.93,50.5,0
185,733,605143,Ray Black,756,2756.0,93.5,93.32,6.1,29.5,21,12.1,5.47,-2.14,29.7,0
186,62,491696,Jesús Sucre,63,1706.0,76.4,74.24,4.92,0.0,2,11.8,5.96,-2.04,,0
187,1486,596720,Dovydas Neverauskas,1497,2427.0,91.7,92.05,6.46,20.9,34,9.4,6.52,-1.6,54.6,0
188,680,543779,Kevin Siegrist,681,2080.0,87.0,87.01,6.37,25.4,20,11.8,6.26,1.85,,0
189,2241,501957,Chris Tillman,2315,2142.0,86.4,86.04,6.1,13.1,65,11.5,6.29,-2.86,,0
190,592,660365,Hyeon-Jong Yang,592,2096.0,84.7,85.36,6.63,15.6,16,10.0,6.0,2.09,60.9,0
191,80,642133,Rowdy Tellez,80,1401.0,55.6,53.72,4.5,3.3,1,3.3,6.4,2.46,26.8,0
192,821,806960,Luis Morales,821,2618.0,91.4,90.63,6.0,21.6,18,9.0,5.68,-2.01,39.2,0
193,31,682016,William Woods,31,2427.0,92.3,92.75,6.69,25.0,1,12.5,5.67,-2.58,37.9,0
194,4309,656271,Brock Burke,4309,2198.0,91.9,92.81,6.9,22.7,67,6.1,6.22,1.84,40.6,0
195,55,460077,Drew Butera,55,2078.0,81.5,80.37,5.36,7.1,3,21.4,5.99,-1.85,,0
196,2988,676534,Calvin Faucher,2988,2694.0,91.2,90.27,5.77,23.8,68,9.6,5.96,-1.36,48.4,0
197,546,623402,Tim Peterson,547,1996.0,86.8,86.6,6.06,18.7,9,6.0,6.14,0.28,,0
198,226,599998,Leonel Campos,226,1980.0,89.0,87.98,5.66,25.0,8,13.3,6.42,-0.45,,0
199,501,685493,Shun Yamaguchi,502,1822.0,86.4,86.44,6.33,21.7,17,14.2,5.48,-2.56,30.4,0
200,440,665645,Kervin Castro,440,2253.0,89.8,90.64,6.84,21.4,10,8.9,5.88,-1.13,63.3,0
201,2642,450729,Doug Fister,2647,1989.0,85.5,85.7,6.37,18.2,53,7.8,6.23,-2.09,,0
202,165,681916,Dylan Smith,165,2383.0,90.8,91.51,6.61,8.3,5,10.4,5.98,-1.67,48.6,0
203,5256,622554,Seranthony Domínguez,5257,2305.0,94.4,94.57,6.37,28.0,130,10.1,5.52,-2.03,29.3,0
204,16,682027,Cam Alldred,16,2174.0,83.2,83.32,6.28,25.0,0,0.0,5.22,3.41,28.0,0
205,904,643466,Harrison Musgrave,904,2338.0,87.2,86.91,5.86,19.2,26,11.4,5.98,1.95,,0
206,10,621500,Wyatt Mathisen,10,1182.0,48.0,45.74,4.13,0.0,0,0.0,6.83,-1.75,53.6,0
207,313,592279,Jesen Therrien,313,2286.0,88.7,89.16,6.44,11.6,7,8.1,6.1,-1.64,,0
208,2209,676760,Ron Marinaccio,2212,2193.0,88.2,88.47,6.65,28.3,65,12.3,5.31,-3.0,33.3,0
209,13,543776,JB Shuck,13,2251.0,89.6,89.45,6.32,0.0,1,20.0,6.05,2.4,,0
210,2553,658648,Pedro Avila,2553,2229.0,87.3,87.47,6.33,23.9,66,10.4,5.71,-1.19,43.7,0
211,1851,685299,Tanner Gordon,1851,2173.0,88.2,88.24,6.25,17.7,23,4.6,6.17,-2.68,44.2,0
212,9079,641712,Dakota Hudson,9083,2215.0,89.3,89.54,6.32,15.1,256,10.6,6.18,-2.04,37.4,0
213,1950,621097,Jacob Waguespack,1951,1971.0,88.0,88.55,6.49,18.9,48,10.1,6.35,-0.65,70.0,0
214,37,572191,Michael A. Taylor,37,1477.0,75.0,73.66,5.04,15.4,2,15.4,6.74,-1.94,49.4,0
215,750,676831,Kodi Whitley,750,2086.0,89.2,88.99,6.23,24.9,22,12.4,6.4,-0.31,59.7,0
216,329,664351,Luis Contreras,329,2370.0,87.4,88.28,6.97,23.8,10,12.5,5.42,-2.41,47.4,0
217,6964,450306,Jason Vargas,6983,2274.0,81.0,80.46,5.94,19.0,146,8.1,5.61,2.79,,0
218,7198,656629,Michael Kopech,7225,2476.0,92.2,92.78,6.69,25.8,217,12.3,5.75,-2.34,44.5,0
219,103,474029,Zach Putnam,103,1881.0,87.5,86.2,5.6,32.1,1,3.6,5.9,-1.58,,0
220,2794,623184,Scott Oberg,2797,2316.0,91.7,91.93,6.16,23.9,55,7.7,5.8,-1.56,,0
221,3227,663362,Matt Waldron,3227,1445.0,83.4,83.64,6.6,20.3,58,7.0,5.5,-1.4,29.2,0
222,536,432934,Chris Young,536,2307.0,84.1,83.68,5.97,15.1,12,8.2,6.7,-0.53,,0
223,954,668970,Gavin Hollowell,954,2503.0,89.8,90.88,6.84,21.8,28,12.0,5.18,-2.8,14.2,0
224,65,645444,Jose Herrera,65,1230.0,52.3,49.94,3.96,0.0,0,0.0,6.64,-2.15,45.4,0
225,6013,541640,Erasmo Ramírez,6023,2239.0,88.6,88.64,6.3,17.8,87,5.3,5.32,-2.04,34.3,0
226,317,516714,Dario Álvarez,321,2487.0,85.9,85.48,6.01,21.0,13,16.0,5.2,2.23,,0
227,765,665660,Elvis Alvarado,765,2359.0,95.1,94.18,5.93,27.5,21,11.5,5.66,-2.44,18.6,0
228,74,594760,Aaron Blair,75,1973.0,86.7,87.02,6.42,15.8,5,26.3,5.57,-2.32,,0
229,313,642229,Daniel Wright,314,2286.0,84.9,84.03,5.73,12.9,8,9.4,6.23,-1.64,,0
230,833,680755,Braydon Fisher,834,2369.0,87.9,86.83,5.66,30.8,18,9.0,6.47,0.27,49.1,0
231,461,696149,Bubba Chandler,461,2311.0,94.7,95.22,6.59,25.0,4,3.2,5.83,-1.24,41.6,0
232,90,629498,Johan Quezada,90,2278.0,93.5,93.9,6.66,10.0,6,30.0,6.34,-2.26,42.8,0
233,1926,666168,Mason Thompson,1926,2240.0,91.9,92.65,6.76,18.0,54,10.4,5.8,-1.84,31.9,0
